video_id,content_type,emotional_manipulation,commercial_signals,child_role,privacy_concern,clickbait_level
YwXsXFIhSrA,travel,none,none,protagonist,low,moderate
mRz_xqnRIWY,daily_vlog,none,none,protagonist,low,mild
tFBLp1CjrKY,travel,none,none,co_star,low,mild
jYNGEh61iFk,travel,none,none,protagonist,low,mild
Yd6b9nQS3x8,travel,mild,none,unclear,low,mild
b3BvZKvEXkc,travel,none,none,co_star,low,moderate
gqKAZJVFQ10,storytime,moderate,none,co_star,low,severe
egD9Ct09Su4,travel,none,brand_mention,co_star,low,moderate
uz5KWcbpaHE,storytime,none,brand_mention,unclear,low,mild
Vv1YnuKsa1o,travel,none,brand_mention,unclear,low,mild
0j1z8Ht-tOk,cooking,none,none,none,none,mild
-gKzyjUMQKE,educational,none,none,none,none,none
7T7RuQ81Fxo,routine,none,none,none,none,none
5hfuKZpVNOg,cooking,none,brand_mention,none,none,mild
O48FTYVza3s,cooking,none,none,co_star,low,mild
EiwSpY-W9I4,travel,none,brand_mention,unclear,low,mild
x0YA-1DNPEE,cooking,none,none,none,none,mild
hUAkBjXXabw,daily_vlog,none,none,co_star,low,mild
5ew8CVAF1Ds,cooking,none,none,none,none,mild
kpB3Y4uxk7o,challenge,none,none,co_star,low,mild
9se0OZHL7g8,other,none,none,none,none,mild
Pdxt62_spwI,cooking,none,none,none,none,mild
V3BDsFS7YAk,other,none,brand_mention,none,none,mild
52Acdfceq0Q,challenge,none,none,none,low,mild
mxSGlRNnLnE,toy_review,none,none,unclear,none,mild
xn6zUwGGws8,storytime,none,none,unclear,none,mild
MYOFRYJmuwY,other,none,none,unclear,none,mild
olBUsuXGkyw,toy_review,none,none,unclear,none,mild
QRUUA2lTCD0,cooking,none,none,unclear,none,mild
gHgEGk8hGoc,cooking,none,none,unclear,none,mild
RaqBCm6gt_Y,cooking,none,none,unclear,none,mild
upLY7oA_H1g,cooking,none,none,unclear,none,mild
Ro9h_6wQ56A,cooking,none,none,unclear,none,mild
r4sshKRdseY,other,none,none,unclear,none,mild
zHwsW5wtDA0,other,none,none,unclear,none,none
SVadXVsUuZU,other,none,none,unclear,none,mild
hsO_p8GykXo,challenge,none,none,unclear,none,mild
oFkgsWNKIGE,toy_review,none,none,unclear,none,mild
Ct63aEgzuFE,other,none,none,unclear,none,none
-yW75VB5Dh4,cooking,none,brand_mention,unclear,none,none
bMSG2YYRbX4,challenge,none,none,unclear,none,none
xKrwtPxs7RE,challenge,none,brand_mention,unclear,none,mild
0Ox03DbuYFY,challenge,none,none,unclear,none,none
PhqvBXff4Dg,cooking,none,none,unclear,none,mild
WavsyMlILK4,other,none,brand_mention,unclear,none,mild
bZvusPh5JUU,toy_review,none,likely_sponsored,unclear,none,mild
iRoR-2hl-BQ,other,none,likely_sponsored,unclear,none,moderate
h6eLDyBuujc,daily_vlog,none,none,co_star,low,none
-3lTzFteZng,travel,none,none,co_star,low,none
h-QLYtjo6eI,other,none,none,unclear,none,none
AhFHklmw_HQ,unboxing,none,brand_mention,unclear,none,none
S1btSe6S20E,toy_review,none,brand_mention,unclear,none,mild
msFAW87fsp0,other,none,likely_sponsored,unclear,none,mild
YqJ1jxMtCRw,toy_review,none,likely_sponsored,unclear,none,mild
4MMyPsBWbOU,toy_review,none,none,co_star,low,mild
_gfD4_mkQMs,daily_vlog,none,none,co_star,low,none
wxzp2XnefF0,cooking,none,brand_mention,unclear,none,none
izHdCn8f5m4,challenge,none,brand_mention,unclear,none,none
RTXaI-LyZgQ,routine,none,none,unclear,none,mild
NpbAvA3_t1I,storytime,moderate,none,protagonist,high,severe
rBvyyIFiclg,storytime,moderate,none,co_star,moderate,severe
uH8wIPDAYlI,storytime,moderate,none,protagonist,high,severe
gACJI4W8HfE,daily_vlog,moderate,none,protagonist,high,severe
nIFCwowxyVA,storytime,moderate,none,protagonist,high,severe
meN2l9yAw3Y,storytime,moderate,none,protagonist,high,moderate
bIOtjjsbWj8,storytime,severe,none,protagonist,high,severe
ejoCdVAJgJk,storytime,moderate,none,protagonist,high,moderate
xmZ9vKyaAFg,daily_vlog,mild,none,co_star,high,mild
GnXhRjVFn1I,travel,moderate,none,protagonist,moderate,moderate
ZHTuGsusztg,storytime,moderate,none,cameo,high,moderate
vs9tK7YdvLA,storytime,moderate,none,protagonist,high,moderate
0usnvTZcsCs,storytime,mild,none,unclear,moderate,mild
nQos2BVHmXM,storytime,mild,none,co_star,high,mild
JL2T1nxUt8Y,storytime,severe,none,protagonist,high,severe
oAVl_cSB2z0,storytime,mild,none,co_star,moderate,mild
Wz-tKwlO8FI,storytime,moderate,none,unclear,moderate,moderate
KhPA2ZKREqs,storytime,moderate,none,unclear,moderate,moderate
1v4SZce3N-Q,storytime,mild,none,co_star,moderate,mild
ZW58Tcj-lAI,storytime,moderate,none,co_star,moderate,moderate
1OFev2REyfM,travel,moderate,none,co_star,moderate,moderate
4hpAwAoJFVI,storytime,moderate,none,unclear,moderate,moderate
ZMh6tPXSWB8,storytime,mild,none,co_star,moderate,mild
SwBQZ3ym_H8,storytime,moderate,none,co_star,moderate,moderate
bw_r4z935Xo,daily_vlog,mild,none,co_star,moderate,mild
SL71smapi_w,storytime,severe,none,unclear,low,severe
rD0iosGzGCA,unboxing,mild,none,co_star,moderate,moderate
gROLkGHX5vg,storytime,moderate,none,unclear,low,moderate
iBn5M3mJPLg,storytime,severe,none,protagonist,high,severe
vEo_L5RHb94,unboxing,mild,none,co_star,moderate,moderate
hh3TcPltPLE,storytime,severe,none,co_star,moderate,severe
K5-lDyY3Yfc,daily_vlog,moderate,none,protagonist,high,severe
F31ytcWFosg,routine,mild,none,co_star,moderate,mild
RZlaqCoEcSg,daily_vlog,mild,none,protagonist,moderate,mild
UJREQnoTtNA,storytime,severe,none,unclear,low,severe
LLxsIkv9LK0,storytime,moderate,none,protagonist,high,moderate
p-R8XGdv2FI,daily_vlog,mild,none,co_star,low,mild
uCqNk_9_7Uo,storytime,mild,none,protagonist,moderate,moderate
DHsuU2GpkQs,storytime,none,none,unclear,low,mild
dYDLcOUaPW8,storytime,mild,none,unclear,low,mild
hL5SUzkGKRw,storytime,moderate,none,protagonist,high,moderate
wsOcs371Gy8,storytime,mild,none,protagonist,moderate,mild
cu61fY3pIwk,daily_vlog,none,none,protagonist,moderate,mild
qQmRhOZ3Hyg,storytime,severe,none,protagonist,high,severe
w6RHvFFaf0s,daily_vlog,moderate,none,protagonist,high,moderate
pELFBZwM32M,routine,mild,none,co_star,moderate,mild
6oHuQfTxByc,routine,mild,none,co_star,moderate,mild
WVUQO22vff0,unboxing,none,brand_mention,co_star,low,mild
i6nLJtDJVtM,storytime,moderate,none,co_star,high,moderate
y1rY_i2VAI0,storytime,moderate,none,unclear,moderate,severe
J6L8CMk6HxY,daily_vlog,none,none,cameo,low,none
sLRk8iJ7UTs,daily_vlog,mild,none,co_star,moderate,mild
R6QLAK1y5_w,travel,none,none,co_star,low,none
pPp0P47Yx2U,daily_vlog,none,none,cameo,low,none
3EARQKz0J_E,daily_vlog,none,none,cameo,low,none
4JdeiPRWsgw,cooking,mild,none,unclear,none,mild
-eif4CEpMls,daily_vlog,mild,none,unclear,none,moderate
ViFXf7xktnw,daily_vlog,mild,none,unclear,low,mild
ICfJpxiyIVM,daily_vlog,mild,none,unclear,low,mild
OlSpHwx9x9k,storytime,severe,none,unclear,moderate,severe
UyENasvru7k,daily_vlog,mild,none,unclear,low,mild
qaeLGvwZxY4,daily_vlog,mild,none,unclear,low,mild
xDPYVQnm-34,daily_vlog,mild,none,unclear,low,mild
c-Uvzs9N-IM,daily_vlog,mild,none,protagonist,low,mild
6vLtmlhViOA,unboxing,moderate,none,unclear,low,severe
iSE6ynfk5Yg,daily_vlog,none,none,unclear,low,mild
fMLLWNiR8ks,daily_vlog,mild,none,co_star,low,mild
WtHME9Z1ulw,daily_vlog,none,none,unclear,low,mild
cLk2BPmSDbk,daily_vlog,none,none,unclear,low,none
zbpC9jb_bEA,daily_vlog,none,none,co_star,low,mild
MKf58yYvn7k,daily_vlog,mild,none,unclear,low,mild
PyKsGE4IPEA,daily_vlog,none,none,unclear,low,mild
R3-_BatvULU,daily_vlog,none,none,protagonist,low,mild
L4wS7QBa7NI,travel,none,none,unclear,low,mild
8E1cZ__XRgY,daily_vlog,mild,none,unclear,low,mild
3QmN8y7_YFg,daily_vlog,mild,none,protagonist,moderate,mild
GopHhh51joo,daily_vlog,mild,none,cameo,moderate,mild
PWDyiC6iSCE,daily_vlog,mild,none,protagonist,moderate,mild
37YPiN-R0hU,daily_vlog,mild,none,cameo,moderate,mild
Nw0MzQSMDks,daily_vlog,mild,none,protagonist,moderate,mild
MD8RXC1Z58M,daily_vlog,mild,none,cameo,moderate,mild
r0AJL-CNLYs,daily_vlog,mild,none,cameo,moderate,mild
ZDMMatZfTJ0,daily_vlog,mild,none,protagonist,moderate,mild
5QmlL6oR1f0,daily_vlog,mild,none,cameo,moderate,mild
UIqs1IM35V0,daily_vlog,mild,none,cameo,moderate,mild
gZKp5uHWWlc,daily_vlog,mild,none,unclear,low,mild
0suQ9d06kro,unboxing,mild,none,unclear,low,mild
b3f4H1QQUMM,daily_vlog,moderate,none,unclear,moderate,moderate
gziZSEPhR_U,travel,mild,none,unclear,low,mild
FCTUg59oVh8,travel,moderate,none,unclear,low,moderate
8yAIW8drJnY,daily_vlog,mild,none,unclear,low,mild
ncYHjMWDTfQ,prank,moderate,none,unclear,low,moderate
uAtVLfc3ejk,storytime,moderate,none,unclear,moderate,moderate
zIr4TUmIvQA,daily_vlog,mild,none,unclear,low,mild
k6_o9YKY9ow,daily_vlog,mild,none,unclear,low,mild
LBAVuzyvBxQ,travel,none,none,unclear,low,mild
UVgRsoapDtk,travel,none,none,unclear,low,mild
48zRzWheu90,travel,none,none,unclear,low,mild
9WSv8yo-SKQ,travel,none,none,unclear,low,mild
Qcc4OqhBj0k,unboxing,none,none,protagonist,low,mild
KkK8p_FvEHk,daily_vlog,mild,none,co_star,low,mild
4dJEMbNyGcc,daily_vlog,none,none,co_star,low,mild
XuDm5Gwv7DY,daily_vlog,none,none,co_star,low,mild
9idHbf99xxc,daily_vlog,none,none,co_star,low,mild
YachaIevGcI,daily_vlog,none,none,co_star,low,mild
8-vFMN0Ro3Y,daily_vlog,mild,none,unclear,low,mild
mlOcaS7Ol6I,daily_vlog,mild,none,unclear,low,mild
PNNIqR35VhI,daily_vlog,mild,none,unclear,low,mild
BRgVgh5uKo4,daily_vlog,mild,none,unclear,low,mild
f9USJbhJ6k8,daily_vlog,mild,none,unclear,low,mild
g2m1tfaDOJ4,daily_vlog,mild,none,unclear,low,mild
JrD-R1JJ4uU,daily_vlog,mild,none,unclear,low,mild
fiStWGsuaqM,daily_vlog,mild,none,unclear,low,mild
LHPE-MRkQNQ,prank,mild,none,unclear,low,moderate
LW8C6Wfaxe4,routine,mild,none,unclear,low,mild
_32H2FHka4w,daily_vlog,mild,none,protagonist,low,mild
nL7ghjWhwus,storytime,mild,none,unclear,low,mild
wXbMMppsLgA,daily_vlog,none,none,unclear,none,mild
r8XFiJBGqDY,daily_vlog,none,none,unclear,none,mild
TBoEFCabO3M,storytime,mild,none,cameo,low,mild
LudM5dD5IAA,daily_vlog,mild,none,unclear,low,mild
aBgxy3lyrB4,cooking,mild,none,unclear,low,mild
yOUj_1r7D4U,prank,mild,none,co_star,low,mild
X23qGFx324k,daily_vlog,mild,none,unclear,low,mild
OQd7McOtEYo,daily_vlog,mild,none,unclear,low,mild
zIj3P7iM_Fc,daily_vlog,mild,none,protagonist,moderate,mild
QMpDGqFDr78,daily_vlog,mild,none,protagonist,moderate,mild
cB-nVz8w7uI,daily_vlog,mild,none,protagonist,moderate,mild
Geuy8yruNR8,daily_vlog,moderate,none,protagonist,moderate,mild
FYJBc19TgXs,daily_vlog,mild,none,co_star,moderate,mild
gp8sOHhrSqs,daily_vlog,mild,none,co_star,moderate,mild
NW0IsZKF-yE,daily_vlog,mild,none,protagonist,moderate,mild
KEt5Wu8cLco,daily_vlog,mild,none,co_star,moderate,mild
2xRFk2E5dOw,unboxing,mild,brand_mention,co_star,moderate,moderate
9FSmxfAE3cw,challenge,mild,none,co_star,moderate,mild
W5BzCOVAuak,daily_vlog,mild,none,unclear,low,moderate
tm_hZoj9XJw,daily_vlog,mild,none,unclear,low,moderate
wySznRlWtuc,daily_vlog,mild,none,unclear,low,moderate
TILp5cBTPIs,daily_vlog,none,none,unclear,low,mild
oFL8Qe5k0Ws,daily_vlog,none,none,unclear,low,mild
jHfNM-HvQlM,prank,mild,none,unclear,low,moderate
DBa0Md7hwRI,daily_vlog,mild,none,unclear,low,mild
RaHX18Nrvsg,challenge,none,none,unclear,low,mild
RTXq_EUBigU,daily_vlog,mild,none,unclear,low,mild
0q8eE4j1KPs,daily_vlog,none,none,unclear,low,none
xJFLMVBnY5s,challenge,mild,none,unclear,low,mild
_1dfNKGa5S0,daily_vlog,mild,none,unclear,low,mild
P4DLvmhMgTg,daily_vlog,mild,none,unclear,low,mild
yRUasX-XjX0,daily_vlog,moderate,none,unclear,low,moderate
nKIYGavVjVY,prank,moderate,none,unclear,low,moderate
N2eRhl6Jor8,travel,none,none,unclear,low,none
EtH_MR36aqI,travel,none,none,unclear,low,mild
xafUrVMWY_M,travel,none,none,unclear,low,mild
orNTguJIquQ,travel,none,none,unclear,low,none
vJZ3WOc_S64,travel,none,none,unclear,low,none
6NZbTqM-PnQ,daily_vlog,mild,none,unclear,low,mild
kRV1iCsXolQ,daily_vlog,mild,none,unclear,low,mild
m-hF1ctKUwM,daily_vlog,mild,none,protagonist,low,mild
Tl3CZhPoTv4,daily_vlog,mild,none,unclear,low,mild
jaXa0gy6Ygc,daily_vlog,none,none,protagonist,low,none
YjqCCAz7lmI,daily_vlog,none,none,unclear,low,none
N5xdAheCTXE,daily_vlog,mild,none,unclear,low,moderate
OkvsjgHzSoI,daily_vlog,mild,none,unclear,low,mild
qJbVowwzOSY,daily_vlog,mild,none,unclear,low,mild
kDP6GhC8GPI,daily_vlog,none,none,unclear,low,none
N6TmgOZKNIw,other,mild,none,unclear,none,moderate
lt72oEtWokI,other,mild,none,unclear,none,moderate
FQY1jo11cvg,other,mild,none,unclear,none,moderate
3zHYjVpl67Y,other,none,none,unclear,none,mild
44AWskqcbS8,other,mild,none,unclear,none,moderate
KKPbRO1WbxE,challenge,none,none,unclear,none,mild
VLMWenPpy3M,daily_vlog,none,none,unclear,none,mild
IsoofJSQPcc,other,none,none,unclear,none,mild
SkAHvpJvtE0,challenge,none,none,unclear,none,mild
dREP2r_jzNw,other,none,none,unclear,none,moderate
RRuzwjA7Aas,travel,none,none,unclear,low,mild
3DZyNe3-law,travel,mild,none,protagonist,moderate,mild
OEGEb47-c2M,travel,none,none,unclear,low,mild
7_BKA9XvNdE,travel,mild,none,unclear,low,mild
RzhIkqTGzMY,daily_vlog,none,none,unclear,low,mild
_bQw8g1pPqs,daily_vlog,mild,none,unclear,low,mild
9TDeMoo9QvE,daily_vlog,none,none,unclear,low,mild
GihyUaeWeqg,daily_vlog,mild,none,unclear,low,moderate
4YvV2aVzYv8,daily_vlog,mild,none,unclear,low,mild
x3n5iNz663s,daily_vlog,none,none,unclear,low,mild
SU4-1TBdZTk,travel,mild,brand_mention,unclear,low,mild
bCo9hoU0NpA,travel,mild,brand_mention,unclear,low,mild
X6B4q9bhvm0,travel,moderate,brand_mention,unclear,low,moderate
IxvTGAF5jHQ,travel,mild,brand_mention,unclear,low,mild
95i_yXkqIFs,travel,mild,brand_mention,unclear,low,mild
MaDbI67-YBk,travel,mild,brand_mention,unclear,low,mild
Qzpi5Kk6oc0,travel,mild,brand_mention,unclear,low,mild
vaBfN316VGk,travel,mild,brand_mention,unclear,low,mild
VMs-gPx4Bdw,travel,moderate,brand_mention,unclear,low,moderate
fIbPp7eWqf0,travel,mild,brand_mention,unclear,low,mild
Eu3u5gJOxqM,travel,mild,none,co_star,none,mild
F8XDoVUJDbg,travel,none,none,unclear,none,none
JLJBZ12N0U,travel,none,none,co_star,none,mild
GpJfZI3Jiu0,travel,none,none,co_star,none,none
EWFV-GcyGxQ,travel,none,none,co_star,none,none
CL2KJcwn6bE,daily_vlog,mild,none,protagonist,none,none
SWVDzAMqiI8,unboxing,none,none,protagonist,none,none
dFD0490Ct-k,daily_vlog,none,none,co_star,none,none
xbGzS23eKCk,daily_vlog,none,none,protagonist,none,none
hYHYFteNz3g,daily_vlog,mild,none,co_star,none,none
kxyOhenwKJM,daily_vlog,none,none,unclear,none,mild
kMfqYWlolSw,daily_vlog,none,none,protagonist,none,mild
oxRyiPydBmY,daily_vlog,none,none,co_star,none,mild
V7uhZVdlvD8,other,severe,none,unclear,moderate,moderate
rE4e0Pt1RpQ,other,severe,none,unclear,moderate,moderate
sxrJEQ1g0gQ,unboxing,none,none,protagonist,none,mild
B_EBus3fsig,daily_vlog,moderate,none,unclear,moderate,moderate
fjpyikCKqY4,daily_vlog,mild,none,unclear,none,mild
WNr7XJ7qP9Y,unboxing,none,none,co_star,none,mild
qrBjKgSFWAk,daily_vlog,moderate,none,unclear,moderate,moderate
S92sV54db5U,daily_vlog,none,none,unclear,none,none
WPhK5boP74E,daily_vlog,none,none,unclear,none,none
x6UnxMp7osk,daily_vlog,none,none,unclear,none,mild
j7mdDquUo6s,daily_vlog,none,none,unclear,none,none
UfzsA5Sq_nk,daily_vlog,moderate,none,unclear,none,moderate
HBkkXPO2I6M,daily_vlog,none,none,unclear,none,mild
1cIYHV8LJ58,daily_vlog,none,none,protagonist,none,none
zp0KTwKu2-g,daily_vlog,none,none,unclear,none,none
0eqM6mWUK1E,daily_vlog,none,none,unclear,none,none
dL64zBKHJ7A,daily_vlog,severe,none,unclear,moderate,moderate
o6HA1_boeFA,daily_vlog,mild,none,unclear,low,mild
GTrmxQBkS4w,daily_vlog,mild,none,unclear,low,mild
W2USq_eYFfs,daily_vlog,none,none,protagonist,none,none
tdAisyYOCGc,daily_vlog,none,none,protagonist,none,none
zS7LeMbr1yw,daily_vlog,mild,none,unclear,none,mild
pUQGiCd1EtM,daily_vlog,none,none,protagonist,none,none
L8_cJkp8FEE,daily_vlog,none,none,protagonist,none,none
TzcfAH4uIKs,daily_vlog,none,none,protagonist,none,none
mrA-j9fYgPc,daily_vlog,none,none,unclear,none,none
fBKNjSny04Q,daily_vlog,none,none,protagonist,none,none
_qiDaGV6xkE,other,mild,none,unclear,none,mild
012XAi6q9vQ,other,mild,none,co_star,none,moderate
t_bzav8Gfhg,daily_vlog,none,none,protagonist,none,none
nkOMRwjl5nA,unboxing,none,none,protagonist,none,mild
xAhU6hxyYcI,daily_vlog,none,none,unclear,none,none
jTRtcGCpBg0,other,moderate,none,unclear,none,moderate
eRiul58aEIE,other,mild,none,unclear,none,mild
_GlNXPBa8NQ,storytime,moderate,none,unclear,moderate,moderate
460HBjcNico,storytime,mild,none,protagonist,moderate,mild
JBiv7svEE2o,other,none,none,unclear,none,none
RyJH2vU1TVc,daily_vlog,none,none,unclear,none,none
KzCMVuklssw,daily_vlog,mild,none,unclear,none,mild
Nus2aN_-6OE,daily_vlog,none,none,unclear,none,none
g0_PlrvPsTM,daily_vlog,moderate,none,unclear,none,moderate
4JRNFi2G1HY,daily_vlog,none,none,unclear,none,none
Kx-ksutdwBY,daily_vlog,none,none,unclear,none,none
Gbr8E7QgmKs,cooking,none,none,unclear,none,none
iG-jzHIusgo,daily_vlog,none,none,unclear,none,none
wR6D67qV10g,cooking,none,none,unclear,none,none
XXjaFsTUX_U,cooking,none,none,unclear,none,none
Ym35tjVs-h0,daily_vlog,none,none,unclear,none,none
_B2DiOEoFJE,cooking,none,none,co_star,none,none
8X7u3-e_Awg,daily_vlog,none,none,co_star,none,none
tN6gk4GU1s4,cooking,none,none,co_star,none,none
BgqDUvgfNjU,daily_vlog,none,none,unclear,none,none
KoXceI5RNQ0,daily_vlog,none,none,unclear,none,none
ZsbHALOVmnY,storytime,none,none,unclear,none,mild
MDSV8pqZwik,daily_vlog,none,none,co_star,none,none
yGTkuXaABP8,cooking,none,none,unclear,none,none
dOOClveo49U,cooking,none,none,unclear,none,none
1P4EeayASUY,cooking,none,none,unclear,none,none
jFlXz7ldK8w,cooking,none,none,unclear,none,none
qGW7IGinbKo,travel,none,none,unclear,none,none
zblGLwL0Toc,cooking,none,none,unclear,none,none
1UfslQ8evVs,cooking,none,none,unclear,none,none
OQnbDuSWpIA,cooking,none,none,unclear,none,none
PLGlYbNbonc,daily_vlog,none,none,unclear,none,none
SK4TuYlYpDg,cooking,none,none,unclear,none,none
a_4nZaTHKCg,daily_vlog,none,none,unclear,none,none
0IesaF4twvA,cooking,none,none,unclear,none,none
i11oy-SPNbQ,daily_vlog,none,none,unclear,none,mild
wXC2NpsODeM,cooking,none,none,unclear,none,none
NCMXhfEo1bo,daily_vlog,none,none,unclear,none,none
0BBvoXrqWvU,daily_vlog,none,none,protagonist,none,mild
XMcIMPvHt8Q,daily_vlog,none,none,unclear,none,mild
jo_Ji8C5deg,daily_vlog,none,none,unclear,none,none
Z6X0h50KVW4,cooking,none,none,unclear,none,none
8rCum0TcgDU,daily_vlog,none,none,unclear,none,none
XPkTI27ZKb4,cooking,none,none,unclear,none,none
cBTHlB8_EH4,daily_vlog,none,none,unclear,none,none
wQopeEIHZ3M,daily_vlog,none,none,unclear,none,none
Ty2hJfWFmgA,cooking,none,none,unclear,none,none
4avEZbRZQH4,cooking,none,none,unclear,none,none
gQeMeRNjIj0,daily_vlog,none,none,unclear,none,none
XjuXa0_yY6c,cooking,none,none,co_star,none,none
ZJ8npvQN2a4,cooking,none,none,unclear,none,mild
OpSvJcPnLZw,daily_vlog,none,none,unclear,none,none
l9hRGsdFVH8,daily_vlog,none,none,unclear,none,none
xKAJ7kTqQVo,daily_vlog,none,none,unclear,none,none
igh1WscMqKU,daily_vlog,none,none,unclear,none,none
gD73hfpxk-4,cooking,none,none,unclear,none,none
oiWSpibmLKQ,cooking,none,none,unclear,none,none
m4m4Rqqjq7Q,cooking,none,none,unclear,none,none
-17kbiP9et0,cooking,none,none,unclear,none,none
Fish9JA6XmA,cooking,none,none,unclear,none,none
TXeje0ZDrAs,daily_vlog,mild,none,unclear,low,mild
dVJjAQKOCzI,daily_vlog,mild,none,unclear,low,mild
4TY8OQG8JBI,storytime,none,none,unclear,low,mild
W9JKlxYVelA,storytime,moderate,none,unclear,moderate,moderate
ekAiInxKFn4,daily_vlog,moderate,none,unclear,low,moderate
8Qeq35EMcUk,daily_vlog,mild,none,co_star,low,mild
n4DwNPfjd1Y,daily_vlog,none,none,unclear,low,moderate
uhZOUY3Magw,storytime,mild,none,unclear,low,moderate
NS60p6i6eOw,travel,none,none,unclear,none,mild
Ol-IcdEM69s,daily_vlog,none,none,unclear,low,moderate
ey_yThwa9zs,daily_vlog,none,none,co_star,low,mild
GEAFJibTnGc,challenge,mild,none,co_star,low,moderate
A4NaqspB0z8,daily_vlog,none,none,protagonist,low,none
FcuHn_yRAYk,storytime,moderate,none,unclear,moderate,moderate
9FuBBiz934o,challenge,none,none,co_star,low,mild
gVWw3LPs2tQ,daily_vlog,severe,none,unclear,moderate,severe
buDUHXHTvrM,other,none,brand_mention,protagonist,none,mild
0EaoARcw3yw,daily_vlog,mild,none,unclear,low,mild
Lz9rYL_AKww,daily_vlog,moderate,none,unclear,moderate,moderate
UL59zv8Ftzg,daily_vlog,none,none,unclear,low,mild
8W_Nn_qP5uQ,prank,severe,none,co_star,high,severe
oKCih0Bclb4,daily_vlog,severe,none,unclear,moderate,severe
hRdysac16-I,prank,none,none,unclear,low,moderate
0Sv_KDCXnnU,storytime,mild,none,co_star,moderate,mild
Mg6qEbCh5wA,daily_vlog,moderate,none,unclear,moderate,moderate
4KLqQ2IEb2Y,challenge,none,none,co_star,none,mild
yxl7CyaBqRg,storytime,moderate,none,unclear,low,moderate
GueV9cuX2G8,prank,moderate,none,unclear,moderate,severe
pJUnz_97d6E,daily_vlog,none,none,co_star,none,mild
eo9lnHCrm2A,storytime,moderate,none,unclear,low,moderate
