labor_type,emotional_exploitation,content_format
performative,0,tutorial
organic,0,toy_play
organic,0,toy_play
performative,0,toy_play
performative,0,toy_play
performative,0,tutorial
organic,0,toy_play
performative,0,tutorial
performative,0,tutorial
performative,0,parody
performative,0,parody
performative,0,unboxing
performative,0,parody
organic,0,toy_play
performative,0,toy_play
performative,0,toy_play
performative,0,unboxing
performative,0,game
performative,0,toy_play
performative,0,milestone
performative,0,parody
organic,0,vlog
performative,0,roleplay
performative,0,tutorial
performative,0,game
performative,0,toy_play
performative,0,toy_play
organic,0,toy_play
performative,0,parody
performative,0,review
performative,0,tutorial
performative,0,parody
performative,0,toy_play
performative,0,toy_play
organic,0,vlog
performative,0,unboxing
performative,0,toy_play
performative,0,parody
performative,0,tutorial
organic,0,toy_play
performative,0,parody
performative,0,unboxing
performative,0,parody
performative,0,tutorial
performative,0,toy_play
organic,0,review
performative,0,tutorial
performative,0,parody
performative,0,review
organic,0,unboxing
performative,0,tutorial
performative,0,review
performative,0,tutorial
performative,0,review
performative,0,tutorial
performative,0,parody
performative,0,toy_play
performative,0,unboxing
performative,0,tutorial
organic,0,review
performative,0,toy_play
organic,0,unboxing
performative,0,toy_play
organic,0,unboxing
performative,0,toy_play
organic,0,unboxing
performative,0,demo
performative,0,parody
performative,0,tutorial
performative,0,parody
performative,0,roleplay
performative,0,roleplay
performative,0,roleplay
performative,0,roleplay
performative,0,unboxing
performative,0,unboxing
performative,0,tutorial
performative,0,tutorial
performative,0,tutorial
performative,0,tutorial
performative,0,tutorial
performative,0,unboxing
performative,0,tutorial
organic,0,vlog
performative,0,unboxing
performative,0,review
performative,0,tutorial
performative,0,tutorial
performative,0,tutorial
performative,0,tutorial
performative,0,unboxing
performative,0,tutorial
performative,0,unboxing
organic,0,review
performative,0,toy_play
performative,0,toy_play
performative,0,review
no_child,0,other
performative,0,review
performative,0,review
performative,0,unboxing
organic,0,review
performative,0,review
performative,0,roleplay
performative,0,review
performative,0,roleplay
performative,0,tutorial
performative,0,review
performative,0,playset
performative,0,unboxing
performative,0,review
performative,0,unboxing
no_child,0,other
no_child,0,other
performative,0,review
performative,0,unboxing
performative,0,toy_play
no_child,0,other
performative,0,review
performative,0,tutorial
performative,0,unboxing
organic,0,review
organic,0,vlog
performative,0,tutorial
performative,0,tutorial
no_child,0,other
performative,0,unboxing
performative,0,unboxing
performative,0,toy_play
performative,0,tutorial
performative,0,unboxing
performative,0,unboxing
organic,0,review
performative,0,unboxing
performative,0,review
performative,0,review
no_child,0,other
performative,0,tutorial
performative,0,tutorial
performative,0,toy_play
organic,0,review
performative,0,roleplay
performative,0,unboxing
performative,0,toy_play
organic,0,vlog
performative,0,toy_play
performative,0,tutorial
performative,0,toy_play
no_child,0,other
no_child,0,other
performative,0,unboxing
performative,0,tutorial
performative,0,unboxing
performative,0,skit
performative,0,review
performative,0,demo
performative,0,review
organic,0,review
no_child,0,other
performative,0,toy_play
organic,0,review
performative,0,unboxing
no_child,0,other
performative,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,review
performative,1,unboxing
no_child,0,review
no_child,0,review
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,unboxing
performative,0,tutorial
performative,0,tutorial
no_child,0,review
no_child,0,review
performative,0,toy_play
performative,0,toy_play
performative,0,tutorial
no_child,0,review
performative,0,unboxing
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
performative,0,toy_play
no_child,0,review
no_child,0,review
performative,0,unboxing
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
performative,0,roleplay
performative,0,unboxing
performative,0,toy_play
performative,0,tutorial
performative,0,tutorial
performative,0,tutorial
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,toy_play
performative,0,roleplay
no_child,0,review
organic,0,review
performative,0,roleplay
performative,0,toy_play
performative,0,unboxing
performative,0,toy_play
no_child,0,review
no_child,0,review
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
no_child,0,review
performative,0,toy_play
no_child,0,review
no_child,0,review
performative,0,toy_play
performative,0,toy_play
no_child,0,review
performative,0,toy_play
performative,0,toy_play
performative,0,toy_play
organic,0,vlog
organic,0,milestone
organic,0,vlog
organic,0,haul
organic,0,vlog
organic,0,vlog
organic,0,haul
organic,0,haul
performative,0,music_dance
organic,0,haul
organic,0,other
organic,0,haul
performative,0,challenge
organic,0,haul
organic,0,vlog
organic,0,haul
organic,0,vlog
organic,0,haul
organic,0,comedy
organic,0,cooking
organic,0,challenge
organic,0,travel
organic,1,reaction
organic,0,roleplay
organic,0,vlog
organic,0,vlog
organic,0,vlog
no_child,1,storytime
no_child,1,storytime
organic,0,vlog
organic,0,travel
no_child,1,storytime
performative,0,reaction
organic,0,vlog
no_child,1,storytime
no_child,1,drama
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
no_child,0,unboxing
ambiguous,0,vlog
ambiguous,0,other
ambiguous,0,other
ambiguous,0,vlog
ambiguous,0,vlog
ambiguous,0,vlog
ambiguous,0,vlog
ambiguous,0,vlog
ambiguous,0,vlog
ambiguous,0,vlog
ambiguous,0,vlog
ambiguous,1,storytime
ambiguous,0,reaction
ambiguous,1,storytime
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,travel
ambiguous,0,reaction
ambiguous,0,milestone
ambiguous,0,birthday
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,reaction
ambiguous,0,storytime
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
ambiguous,0,challenge
performative,0,challenge
organic,1,vlog
performative,0,challenge
performative,0,challenge
performative,0,roleplay
organic,0,vlog
organic,0,milestone
organic,0,vlog
organic,1,storytime
performative,0,roleplay
organic,0,milestone
organic,0,vlog
ambiguous,0,other
organic,0,storytime
no_child,1,medical
performative,0,challenge
organic,0,reaction
organic,0,vlog
organic,0,milestone
organic,0,vlog
organic,0,storytime
organic,0,vlog
organic,0,milestone
organic,0,vlog
performative,0,challenge
organic,0,milestone
organic,0,milestone
performative,0,tutorial
organic,0,vlog
organic,0,milestone
organic,0,vlog
organic,1,storytime
organic,0,reaction
performative,0,challenge
organic,0,vlog
organic,0,vlog
performative,0,roleplay
performative,0,challenge
performative,0,music_dance
organic,0,vlog
performative,0,rollcall
performative,0,roleplay
performative,0,game
performative,0,tutorial
organic,0,milestone
organic,1,storytime
ambiguous,0,other
organic,0,storytime
performative,0,challenge
organic,0,reaction
performative,0,vlog
organic,0,vlog
organic,0,milestone
organic,0,vlog
organic,0,game
performative,0,drama
organic,0,vlog
organice,0,milestone
organic,0,milestone
organic,0,challenge
organic,0,reaction
organic,0,reaction
no_child,1,reaction
organic,0,reaction
organic,0,reaction
performative,0,storytime
organic,0,milestone
organice,0,milestone
performative,0,toy_play
performative,0,reaction
performative,0,unboxing
performative,0,unboxing
performative,0,milestone
performative,0,unboxing
performative,0,milestone
performative,0,milestone
performative,0,unboxing
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,unboxing
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
performative,0,milestone
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,1,storytime
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
ambiguous,0,reaction
performative,0,challenge
performative,0,challenge
performative,0,tutorial
ambiguous,1,reaction
ambiguous,0,reaction
ambiguous,0,reaction
performative,0,tutorial
organic,1,storytime
ambiguous,0,storytime
performative,0,reaction
ambiguous,0,reaction
performative,0,shopping
organice,0,vlog
organic,1,storytime
ambiguous,0,challenge
organic,0,milestone
ambiguous,1,reaction
organic,1,medical
ambiguous,1,reaction
organic,0,vlog
performative,0,roleplay
organic,0,vlog
organic,0,storytime
organic,0,shopping
organic,0,haul
organic,0,shopping
organic,0,reaction
organic,0,shopping
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,game
organic,0,vlog
organic,0,vlog
organic,0,vlog
organic,0,milestone
organic,0,vlog
organic,0,drama
organic,0,vlog
organic,1,medical
performative,0,roleplay
organic,0,vlog
organic,0,milestone
ambiguous,0,reaction
organic,0,milestone
organic,0,vlog
organic,0,travel
ambiguous,0,reaction
organic,0,vlog
organic,0,milestone
organic,0,vlog
medical,1,medical
organic,0,vlog
